timestamp;status_code;length;output_file
2023-08-17 18:52:37;200;301108;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:38;200;317528;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:39;200;275714;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:41;200;302575;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:43;200;292800;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:44;200;2088720;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:44;200;313470;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:45;200;339699;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:46;200;325371;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:47;200;378761;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:52:54;200;348324;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:03;200;300367;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:13;200;312998;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:14;200;317733;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:14;200;317935;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:15;200;283680;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:16;200;323842;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:22;200;385162;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:23;200;304432;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:24;200;340074;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:24;200;326489;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:25;200;295391;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:28;200;317027;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:28;200;312494;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:29;200;303836;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
2023-08-17 18:53:30;200;275776;c:\Users\Archie\Desktop\social data\SODAS2023\EXAM\data
